"mainclass_id","subcl","count_usa"
74,"044000",878
74,"60600R",700
74,"006000",649
74,"57900R",629
74,"334000",521
74,"333000",493
74,"552000",429
74,"42100R",428
74,"586000",396
74,"567000",392
74,"055000",391
74,"042000",380
74,"040000",377
74,"00700R",362
74,"405000",350
74,"390000",349
74,"017000",345
74,"56800R",345
74,"650000",345
74,"00100R",330
74,"053000",324
74,"002000",321
74,"607000",319
101,"415100",317
74,"425000",309
74,"057000",301
74,"505000",300
101,"378000",299
74,"422000",298
74,"343000",294
74,"600000",292
74,"127000",291
74,"48300R",290
74,"025000",285
74,"027000",282
74,"512000",282
74,"041000",274
101,"003100",270
74,"050000",260
74,"126000",256
74,"148000",255
74,"030000",254
74,"513000",254
74,"162000",253
74,"527000",253
74,"02200R",251
74,"582000",250
74,"721000",250
74,"355000",249
74,"569000",248
101,"401100",243
74,"410000",242
416,"013000",239
74,"110000",235
101,"032000",234
101,"369000",233
74,"519000",233
101,"035000",232
74,"491000",232
74,"57700R",231
74,"503000",230
74,"336500",229
74,"378000",228
101,"368000",227
74,"054000",225
74,"543000",225
74,"036000",224
106,"241000",224
74,"625000",224
101,"248000",222
74,"47100R",220
74,"580000",217
74,"156000",216
74,"522000",215
101,"247000",213
74,"375000",213
74,"016000",212
74,"473100",211
74,"595000",211
74,"143000",210
101,"336000",210
74,"142000",207
74,"526000",205
101,"375000",203
74,"151000",201
101,"474000",200
74,"339000",199
74,"841000",198
74,"417000",197
101,"DIG038",197
74,"018200",196
74,"377000",193
74,"482000",191
74,"57700S",189
74,"012000",188
74,"060000",187
416,"22700R",187
101,"211000",185
101,"409000",185
74,"502000",185
74,"037000",184
101,"424100",184
74,"395000",183
74,"119000",182
74,"359000",182
101,"028000",181
416,"24400R",179
101,"287000",179
74,"531000",179
74,"481000",178
101,"407100",176
106,"285000",173
74,"103000",172
101,"091000",171
101,"401200",171
74,"116000",170
74,"026000",169
74,"397000",169
101,"401300",169
101,"408000",169
74,"432000",168
106,"243000",167
101,"416100",167
74,"470000",167
74,"833000",164
416,"16800R",163
74,"603000",163
101,"381000",162
74,"423000",161
74,"445000",161
74,"485000",161
101,"364000",160
74,"548000",160
101,"133000",159
106,"228000",159
101,"096000",158
101,"110000",158
74,"056000",157
74,"100100",157
101,"111000",157
101,"395000",156
74,"436000",156
106,"036000",155
74,"460000",155
101,"066000",154
101,"129000",153
101,"232000",153
416,"237000",153
74,"594400",153
74,"128000",152
74,"609000",152
416,"176000",151
416,"19700A",149
204,"212000",148
101,"382100",148
74,"532000",148
74,"003000",147
74,"117000",147
101,"475000",147
416,"19700R",146
74,"332000",146
74,"342000",146
106,"222000",145
74,"371000",145
430,"396000",145
101,"227000",144
74,"348000",144
101,"365000",144
101,"023000",142
74,"096000",142
74,"33600R",142
101,"126000",141
74,"57900E",141
74,"370000",140
101,"425000",140
74,"565000",140
416,"119000",139
416,"19600R",139
74,"520000",139
74,"581000",139
101,"396000",138
74,"045000",137
101,"348000",137
74,"063000",136
416,"064000",136
101,"090000",136
74,"097100",135
416,"22300R",135
101,"109000",134
74,"015000",133
101,"019000",133
416,"20000R",133
74,"385000",133
74,"391000",133
101,"047000",131
74,"048000",131
74,"337000",131
74,"48400R",131
8,"094210",130
74,"604000",130
74,"108000",129
74,"364000",129
74,"538000",129
8,"917000",129
416,"007000",128
416,"014000",128
74,"563000",128
74,"102000",127
106,"270000",127
101,"417000",127
106,"203300",126
74,"499000",126
74,"013000",125
74,"553000",125
416,"008000",124
101,"114000",124
416,"118000",124
101,"379000",124
74,"557000",124
74,"018100",123
101,"020000",123
74,"105000",123
416,"17000R",123
106,"268000",123
74,"506000",123
74,"571110",123
416,"041000",122
74,"08400R",122
416,"21000R",122
101,"297000",122
74,"501600",122
74,"528000",122
74,"536000",122
74,"149000",121
106,"278000",121
74,"344000",121
74,"400000",121
416,"189000",120
74,"387000",120
74,"396000",120
416,"065000",119
74,"09900R",119
204,"266000",119
74,"551900",119
74,"564000",119
8,"918000",119
74,"010800",118
74,"109000",118
74,"324000",118
74,"346000",118
74,"596000",118
74,"014000",117
74,"325000",117
101,"350100",117
74,"537000",117
74,"157000",116
74,"169000",116
106,"219000",116
101,"226000",116
106,"284000",116
74,"42100A",116
101,"127100",115
74,"136000",115
101,"157000",115
416,"19600A",115
416,"228000",115
204,"269000",115
74,"592000",115
74,"031000",114
74,"070000",114
74,"075000",114
101,"377000",114
74,"571100",114
74,"590000",114
8,"921000",114
74,"024000",113
106,"033000",113
74,"089450",113
74,"140000",113
204,"242000",113
101,"367000",113
430,"501000",113
74,"504000",113
101,"027000",112
101,"383000",112
101,"415000",112
74,"591000",112
74,"66500R",112
74,"008000",111
416,"07000R",111
74,"462000",111
74,"086000",110
101,"180000",110
416,"243000",110
74,"081000",109
416,"16900R",109
416,"18600R",109
101,"228000",109
416,"238000",109
74,"330000",109
101,"351100",109
101,"366000",109
74,"576000",109
74,"615000",109
74,"00500R",108
101,"037000",108
416,"079000",108
74,"147000",108
416,"235000",108
74,"516000",108
8,"137000",107
74,"141000",107
416,"14600R",107
101,"212000",107
101,"213000",107
101,"220000",107
106,"311000",107
101,"420000",107
74,"500000",107
74,"535000",107
74,"842000",107
74,"111000",106
74,"144000",106
416,"175000",106
74,"363000",106
101,"398000",106
74,"518000",106
74,"547000",106
74,"578000",106
74,"593000",106
74,"005700",105
74,"059000",105
101,"131000",105
101,"413000",105
74,"6650GA",105
101,"004000",104
416,"015000",104
8,"094320",104
416,"111000",104
204,"277000",104
101,"282000",104
74,"498000",103
106,"DIG004",103
106,"038900",102
8,"094160",102
101,"128210",102
101,"181000",102
416,"23600R",102
74,"322000",102
74,"41200R",102
74,"424000",102
74,"570100",102
74,"009000",101
74,"124000",101
74,"152000",101
204,"213000",101
106,"218000",101
101,"269000",101
101,"284000",101
74,"458000",101
101,"026000",100
101,"030000",100
8,"115600",100
74,"594600",100
106,"DIG003",100
101,"041000",99
74,"051000",99
101,"132500",99
106,"272000",99
204,"273000",99
106,"280000",99
101,"352080",99
74,"354000",99
101,"384000",99
101,"400000",99
74,"420000",99
101,"057000",98
528,"165000",98
101,"207000",98
106,"271000",98
101,"301000",98
430,"301000",98
101,"335000",98
74,"372000",98
74,"561000",98
106,"009000",97
74,"032000",97
8,"111000",97
106,"277000",97
106,"282000",97
106,"432000",97
8,"495000",97
74,"074000",96
101,"095000",96
416,"20400R",96
106,"237000",96
101,"340000",96
74,"411000",96
74,"413000",96
74,"435000",96
528,"931000",96
74,"061000",95
101,"148000",95
74,"414000",95
74,"539000",95
74,"559000",95
74,"038000",94
74,"337500",94
74,"48000R",94
101,"097000",93
74,"125500",93
416,"139000",93
106,"253000",93
74,"424780",93
101,"483000",93
74,"594100",93
416,"067000",92
74,"125000",92
416,"13200R",92
101,"178000",92
106,"230000",92
74,"368000",92
74,"437000",92
74,"473240",92
74,"112000",91
416,"117000",91
416,"167000",91
101,"344000",91
74,"495000",91
74,"589000",91
74,"594200",91
74,"822000",91
430,"934000",91
74,"003540",90
416,"085000",90
106,"169010",90
416,"19800R",90
204,"278000",90
101,"491000",90
74,"745000",90
74,"834000",90
106,"038270",89
74,"043000",89
416,"076000",89
416,"21400R",89
416,"23100R",89
74,"507000",89
74,"023000",88
416,"050000",88
416,"120000",88
8,"151000",88
416,"207000",88
416,"22000R",88
74,"386000",88
74,"459500",88
74,"57700M",88
74,"594000",88
8,"650000",88
74,"010540",87
106,"226000",87
416,"240000",87
74,"357000",87
74,"598000",87
101,"DIG035",87
101,"058000",86
8,"094330",86
101,"233000",86
74,"817000",86
430,"951000",86
106,"038300",85
74,"078000",85
416,"110000",85
101,"125000",85
416,"129000",85
416,"234000",85
106,"239000",85
8,"611000",85
74,"6650GB",85
74,"001500",84
74,"047000",84
101,"103000",84
106,"227000",84
106,"245000",84
106,"252000",84
101,"401000",84
101,"419000",84
74,"440000",84
74,"493000",84
74,"502500",84
74,"566000",84
74,"587000",84
106,"010000",83
74,"067000",83
416,"121000",83
204,"274000",83
8,"436000",83
74,"473300",83
74,"608000",83
74,"029000",82
101,"044000",82
416,"074000",82
8,"094220",82
8,"094270",82
101,"170000",82
430,"496000",82
74,"51100R",82
74,"555000",82
101,"040000",81
416,"077000",81
101,"132000",81
106,"224000",81
74,"605000",81
416,"056000",80
8,"094200",80
74,"101000",80
74,"129000",80
74,"133000",80
416,"202000",80
204,"237000",80
106,"265000",80
101,"376000",80
430,"531000",80
106,"037000",79
536,"037000",79
101,"127000",79
74,"130000",79
74,"160000",79
106,"163010",79
101,"199000",79
101,"209000",79
74,"335000",79
74,"584000",79
8,"108100",78
416,"113000",78
416,"185000",78
528,"295500",78
101,"363000",78
430,"367000",78
74,"588000",78
416,"123000",77
74,"134000",77
106,"240000",77
416,"24700R",77
101,"256000",77
106,"281100",77
101,"288000",77
74,"323000",77
74,"443000",77
74,"469000",77
416,"009000",76
74,"021000",76
101,"031100",76
74,"089200",76
101,"128400",76
204,"164000",76
204,"258000",76
430,"302000",76
74,"384000",76
430,"394000",76
8,"402000",76
74,"533000",76
74,"556000",76
74,"810100",76
101,"048000",75
101,"113000",75
416,"13200B",75
416,"194000",75
106,"221000",75
106,"231000",75
204,"263000",75
101,"318000",75
74,"347000",75
74,"575000",75
74,"66500H",75
204,"671000",75
74,"087000",74
101,"115000",74
416,"116000",74
101,"216000",74
106,"220000",74
204,"234000",74
101,"316000",74
416,"108000",73
101,"116000",73
106,"263000",73
74,"560000",73
74,"574200",73
74,"66500T",73
106,"031660",72
74,"052000",72
416,"100000",72
8,"112000",72
8,"138000",72
101,"490000",72
74,"572400",72
74,"66500K",72
416,"112000",71
101,"118000",71
106,"122000",71
8,"142000",71
8,"150500",71
74,"155000",71
106,"204010",71
101,"224000",71
204,"248000",71
106,"275000",71
101,"374000",71
74,"416000",71
74,"478000",71
74,"545000",71
74,"661000",71
416,"060000",70
101,"083000",70
74,"089220",70
416,"140000",70
416,"142000",70
106,"162500",70
204,"281000",70
101,"414000",70
74,"424700",70
74,"517000",70
74,"664000",70
106,"008000",69
101,"043000",69
536,"076000",69
416,"083000",69
101,"102000",69
74,"131000",69
106,"156510",69
101,"219000",69
101,"338000",69
101,"351300",69
74,"379000",69
74,"616000",69
101,"065000",68
74,"089170",68
101,"094000",68
416,"122000",68
74,"150000",68
416,"222000",68
416,"242000",68
101,"250000",68
101,"283000",68
74,"351000",68
74,"365000",68
74,"404500",68
101,"411000",68
106,"421000",68
74,"467000",68
74,"523000",68
74,"583000",68
416,"052000",67
8,"125000",67
430,"140000",67
74,"141500",67
74,"164000",67
106,"169430",67
74,"015860",66
106,"035000",66
74,"049000",66
101,"069000",66
101,"123000",66
101,"179000",66
416,"19300R",66
416,"19700B",66
74,"473330",66
74,"005220",65
106,"018000",65
101,"031000",65
74,"039000",65
536,"069000",65
416,"078000",65
536,"101000",65
204,"203000",65
106,"235000",65
416,"24100R",65
204,"247000",65
101,"350300",65
101,"402000",65
101,"404000",65
101,"464000",65
74,"466000",65
74,"551100",65
74,"562000",65
204,"563000",65
101,"012000",64
416,"061000",64
74,"089130",64
106,"123110",64
416,"128000",64
106,"164600",64
416,"174000",64
74,"366000",64
8,"598000",64
74,"81300R",64
416,"059000",63
8,"094180",63
74,"118000",63
106,"134100",63
204,"238000",63
204,"250000",63
204,"293000",63
74,"529000",63
106,"626000",63
74,"003560",62
536,"056000",62
74,"064000",62
101,"088000",62
74,"107000",62
74,"132000",62
106,"171100",62
528,"259000",62
101,"333000",62
430,"370000",62
74,"551200",62
74,"602000",62
8,"919000",62
106,"007000",61
74,"017500",61
536,"035000",61
536,"038000",61
416,"054000",61
416,"073000",61
416,"075000",61
74,"089380",61
106,"169270",61
416,"21900R",61
106,"225000",61
416,"22700A",61
106,"238000",61
106,"248000",61
74,"358000",61
74,"449000",61
74,"724000",61
8,"094150",60
8,"119000",60
416,"136000",60
416,"173000",60
101,"240000",60
106,"249000",60
204,"257000",60
101,"272000",60
101,"352070",60
101,"391000",60
74,"448000",60
74,"525000",60
74,"81300L",60
74,"832000",60
416,"011000",59
74,"015880",59
101,"024000",59
416,"032000",59
74,"077000",59
8,"107000",59
416,"135000",59
416,"195000",59
416,"21200R",59
416,"22000A",59
74,"352000",59
74,"640000",59
106,"011000",58
536,"065000",58
416,"071000",58
8,"140000",58
74,"145000",58
101,"154000",58
106,"164100",58
101,"201000",58
416,"22900R",58
430,"357000",58
101,"370000",58
101,"401500",58
74,"424790",58
74,"524000",58
74,"544000",58
74,"597000",58
74,"612000",58
74,"613000",58
74,"66500S",58
74,"01000R",57
416,"016000",57
74,"089180",57
416,"091000",57
528,"155000",57
101,"174000",57
416,"178000",57
416,"205000",57
204,"225000",57
106,"250000",57
106,"310000",57
74,"439000",57
74,"447000",57
74,"486000",57
8,"518000",57
74,"570200",57
106,"038510",56
416,"086000",56
8,"139000",56
528,"147000",56
106,"205900",56
101,"208000",56
101,"334000",56
74,"361000",56
101,"390000",56
74,"509000",56
74,"530000",56
74,"015660",55
101,"093000",55
101,"147000",55
416,"163000",55
101,"175000",55
204,"235000",55
106,"273100",55
101,"291000",55
528,"308000",55
74,"321000",55
74,"345000",55
74,"401000",55
106,"436000",55
8,"443000",55
74,"521000",55
8,"626000",55
101,"009000",54
101,"022000",54
106,"038200",54
74,"089120",54
101,"093460",54
101,"152000",54
106,"169250",54
101,"182000",54
416,"184000",54
101,"204000",54
106,"205010",54
416,"218000",54
101,"221000",54
101,"231000",54
430,"307000",54
430,"310000",54
101,"329000",54
101,"394000",54
74,"510000",54
74,"514000",54
74,"551400",54
106,"712000",54
101,"042000",53
106,"148100",53
106,"164010",53
204,"222000",53
204,"268000",53
101,"279000",53
74,"360000",53
101,"389000",53
74,"427000",53
74,"461000",53
74,"490150",53
74,"551000",53
101,"DIG031",53
536,"002000",52
106,"005000",52
101,"006000",52
416,"006000",52
416,"010000",52
101,"056000",52
74,"079000",52
74,"089110",52
416,"09000A",52
8,"094170",52
8,"102000",52
8,"120000",52
101,"124000",52
416,"126000",52
8,"131000",52
106,"152100",52
74,"159000",52
106,"169370",52
101,"286000",52
101,"292000",52
204,"294000",52
430,"309000",52
74,"341000",52
101,"385000",52
74,"51500R",52
8,"116100",51
74,"158000",51
74,"166000",51
106,"169150",51
106,"169510",51
416,"179000",51
416,"211000",51
204,"230500",51
204,"240000",51
101,"298000",51
74,"376000",51
74,"380000",51
74,"404000",51
101,"422000",51
74,"487000",51
8,"623000",51
416,"072000",50
416,"188000",50
101,"236000",50
106,"287230",50
204,"288000",50
74,"381000",50
101,"405000",50
74,"473230",50
74,"502600",50
101,"005000",49
74,"00700C",49
101,"033000",49
101,"038100",49
101,"049000",49
416,"069000",49
74,"088000",49
74,"089190",49
8,"094260",49
8,"133000",49
416,"152000",49
106,"169560",49
101,"183000",49
204,"220000",49
416,"224000",49
528,"232000",49
106,"260000",49
106,"287350",49
74,"329000",49
74,"393000",49
101,"401600",49
74,"522500",49
74,"585000",49
8,"635000",49
8,"657000",49
106,"780000",49
101,"DIG042",49
106,"006000",48
106,"012000",48
106,"013000",48
106,"034000",48
106,"038000",48
416,"055000",48
536,"064000",48
74,"069000",48
416,"124000",48
528,"129000",48
106,"137100",48
8,"139100",48
106,"203100",48
204,"216000",48
101,"217000",48
101,"285000",48
106,"287240",48
74,"331000",48
74,"353000",48
101,"387000",48
74,"402000",48
74,"496000",48
74,"546000",48
8,"649000",48
106,"687000",48
430,"005000",47
101,"053000",47
536,"060000",47
74,"066000",47
416,"066000",47
416,"09000R",47
416,"09300R",47
8,"094110",47
74,"098000",47
74,"137000",47
416,"144000",47
74,"154000",47
416,"166000",47
106,"170210",47
204,"210000",47
528,"212000",47
106,"217010",47
204,"239000",47
106,"244000",47
106,"246000",47
106,"269000",47
106,"286500",47
204,"295000",47
101,"347000",47
74,"383000",47
101,"406000",47
74,"424500",47
74,"425500",47
74,"441000",47
101,"467000",47
74,"497000",47
8,"524000",47
534,"581000",47
106,"737000",47
106,"795000",47
74,"831000",47
74,"015840",46
101,"017000",46
74,"058000",46
416,"058000",46
74,"089230",46
101,"093440",46
74,"104000",46
74,"146000",46
528,"158500",46
106,"162100",46
74,"167000",46
416,"215000",46
204,"221000",46
416,"24400A",46
106,"254000",46
204,"276000",46
101,"278000",46
106,"287260",46
101,"337000",46
106,"425000",46
106,"449000",46
74,"473160",46
74,"558000",46
74,"570300",46
8,"653000",46
106,"793000",46
74,"840000",46
74,"010520",45
101,"025000",45
101,"036000",45
101,"099000",45
8,"156000",45
74,"168000",45
416,"181000",45
416,"183000",45
101,"218000",45
101,"234000",45
204,"245000",45
101,"349100",45
101,"388000",45
106,"420000",45
74,"424600",45
74,"473210",45
74,"542000",45
74,"550000",45
74,"617000",45
106,"649000",45
204,"670000",45
528,"001000",44
74,"010700",44
74,"015400",44
416,"017000",44
74,"033000",44
8,"09410R",44
101,"120000",44
101,"128000",44
416,"131000",44
106,"156100",44
106,"169340",44
101,"171000",44
416,"171000",44
416,"182000",44
204,"202000",44
106,"205710",44
204,"22400R",44
416,"24500R",44
74,"318000",44
101,"357000",44
101,"373000",44
8,"478000",44
528,"499000",44
106,"782000",44
101,"002000",43
74,"020000",43
74,"071000",43
8,"115000",43
101,"128100",43
74,"153000",43
106,"156200",43
106,"157100",43
101,"169000",43
106,"169180",43
106,"170310",43
416,"20100R",43
204,"252000",43
528,"269000",43
204,"275100",43
430,"356000",43
101,"358000",43
74,"399000",43
74,"426000",43
8,"625000",43
106,"645000",43
74,"66500Q",43
74,"829000",43
74,"838000",43
74,"015630",42
416,"068000",42
536,"071000",42
101,"077000",42
536,"082000",42
74,"114000",42
416,"133000",42
106,"169260",42
416,"199000",42
416,"21300R",42
106,"234000",42
106,"279000",42
101,"356000",42
101,"466000",42
74,"574400",42
74,"594300",42
106,"625000",42
74,"003500",41
106,"014390",41
74,"034000",41
416,"081000",41
106,"124600",41
416,"147000",41
528,"156000",41
204,"179000",41
106,"232000",41
101,"246000",41
106,"276000",41
430,"306000",41
74,"320000",41
101,"341000",41
74,"350000",41
74,"374000",41
74,"424750",41
74,"490000",41
106,"613000",41
8,"618000",41
8,"646000",41
74,"670000",41
74,"820000",41
416,"005000",40
106,"031860",40
416,"063000",40
416,"080000",40
8,"09419R",40
8,"118000",40
8,"130100",40
101,"153000",40
416,"159000",40
106,"164510",40
106,"170580",40
106,"215200",40
204,"236000",40
416,"23600A",40
416,"246000",40
101,"319000",40
74,"340000",40
101,"345000",40
101,"355000",40
101,"360000",40
101,"399000",40
74,"488000",40
74,"500500",40
8,"529000",40
74,"570210",40
74,"599000",40
74,"66500B",40
106,"685000",40
106,"688000",40
74,"816000",40
101,"008000",39
74,"010850",39
101,"011000",39
416,"012000",39
106,"038220",39
74,"046000",39
8,"094290",39
8,"117000",39
101,"119000",39
106,"168010",39
106,"169230",39
106,"170500",39
416,"172000",39
101,"176000",39
101,"203100",39
416,"232000",39
416,"233000",39
106,"259000",39
101,"274000",39
101,"423000",39
106,"423000",39
74,"490140",39
106,"600000",39
106,"614000",39
106,"617000",39
8,"629000",39
106,"650000",39
8,"666000",39
430,"006000",38
106,"016000",38
106,"032500",38
74,"062000",38
101,"072000",38
74,"073000",38
101,"093360",38
74,"138000",38
106,"147100",38
416,"151000",38
528,"153000",38
8,"155100",38
106,"157200",38
101,"165000",38
101,"185000",38
106,"206100",38
106,"217900",38
101,"239000",38
204,"260000",38
106,"262000",38
106,"274000",38
101,"311000",38
101,"393000",38
74,"398000",38
74,"434000",38
528,"501000",38
106,"504000",38
8,"617000",38
106,"674000",38
106,"004000",37
74,"00700E",37
416,"02000R",37
416,"087000",37
101,"093450",37
536,"100000",37
74,"113000",37
106,"126100",37
8,"155000",37
101,"158000",37
106,"167010",37
106,"170160",37
106,"170270",37
416,"177000",37
416,"203000",37
101,"235000",37
204,"297160",37
101,"352010",37
101,"424200",37
8,"523000",37
74,"534000",37
430,"538000",37
74,"541000",37
74,"551500",37
74,"601000",37
106,"680000",37
106,"779000",37
430,"007000",36
106,"018350",36
101,"034000",36
106,"038230",36
101,"078000",36
416,"089000",36
536,"099000",36
101,"100000",36
8,"130000",36
528,"137000",36
106,"137200",36
528,"145000",36
106,"164500",36
101,"184000",36
101,"210000",36
204,"214000",36
106,"217700",36
204,"218000",36
101,"244000",36
101,"245000",36
106,"267000",36
101,"343000",36
101,"401400",36
74,"464000",36
101,"485000",36
74,"489000",36
528,"490000",36
74,"508000",36
74,"558500",36
74,"6650GE",36
106,"772000",36
101,"DIG037",36
101,"007000",35
74,"010450",35
74,"028000",35
106,"038600",35
536,"041000",35
101,"051000",35
101,"054000",35
416,"084000",35
8,"094300",35
8,"101000",35
416,"109000",35
8,"110000",35
74,"121000",35
106,"126200",35
416,"149000",35
416,"153000",35
106,"156300",35
106,"156310",35
528,"162000",35
204,"256000",35
204,"279000",35
106,"312000",35
74,"319000",35
101,"353000",35
101,"359000",35
101,"389100",35
101,"412000",35
8,"587000",35
8,"599000",35
74,"614000",35
106,"627000",35
106,"699000",35
106,"792000",35
534,"887000",35
74,"005430",34
101,"018000",34
416,"057000",34
74,"082000",34
101,"085000",34
8,"150000",34
106,"170400",34
106,"170510",34
101,"177000",34
101,"186000",34
416,"187000",34
106,"187100",34
204,"209000",34
106,"284040",34
106,"286600",34
204,"292000",34
74,"446000",34
106,"461000",34
106,"464000",34
101,"487000",34
528,"488000",34
528,"503000",34
74,"540000",34
74,"572210",34
106,"610000",34
106,"620000",34
106,"622000",34
106,"672000",34
106,"773000",34
106,"801000",34
74,"826000",34
528,"936000",34
430,"022000",33
106,"031730",33
416,"044000",33
101,"052000",33
416,"082000",33
106,"123130",33
101,"130000",33
8,"141000",33
8,"149100",33
416,"150000",33
8,"158000",33
106,"170470",33
416,"191000",33
416,"20100A",33
204,"206000",33
101,"223000",33
528,"265000",33
430,"300000",33
101,"327000",33
101,"328000",33
106,"439000",33
74,"4830PB",33
74,"490120",33
416,"500000",33
74,"502100",33
74,"551800",33
106,"661000",33
106,"663000",33
106,"669000",33
106,"739000",33
106,"799000",33
74,"810200",33
536,"003000",32
106,"038700",32
536,"061000",32
536,"063000",32
536,"073000",32
74,"089140",32
416,"099000",32
8,"121000",32
101,"122000",32
528,"144000",32
106,"144100",32
8,"159000",32
74,"163000",32
106,"164440",32
204,"172000",32
106,"233000",32
204,"233000",32
106,"242000",32
416,"24400B",32
106,"257000",32
204,"270000",32
106,"283000",32
204,"297130",32
101,"352040",32
101,"421000",32
74,"424940",32
106,"457000",32
106,"482000",32
101,"493000",32
74,"502400",32
534,"551000",32
8,"645000",32
106,"702000",32
106,"760000",32
101,"039000",31
416,"051000",31
74,"068000",31
74,"089210",31
8,"129000",31
101,"144000",31
204,"157670",31
106,"162700",31
106,"164410",31
74,"165000",31
106,"169310",31
106,"169350",31
204,"170000",31
101,"172000",31
204,"176000",31
106,"236000",31
528,"246000",31
106,"256000",31
106,"261000",31
204,"262000",31
106,"264000",31
204,"265000",31
106,"284020",31
106,"287300",31
106,"287320",31
204,"288100",31
204,"288600",31
101,"302000",31
528,"302000",31
101,"371000",31
101,"380000",31
101,"418000",31
106,"427000",31
74,"431000",31
430,"432000",31
74,"465000",31
74,"473310",31
8,"497000",31
74,"551300",31
74,"554000",31
74,"594500",31
106,"632000",31
106,"651000",31
106,"668000",31
106,"734000",31
106,"738000",31
101,"DIG034",31
74,"00700B",30
74,"015200",30
536,"042000",30
536,"068000",30
536,"081000",30
74,"106000",30
416,"13200A",30
106,"132200",30
416,"138000",30
101,"150000",30
106,"157600",30
416,"164000",30
106,"164110",30
106,"169190",30
106,"169220",30
106,"169410",30
106,"169440",30
106,"169480",30
101,"187000",30
528,"205000",30
101,"241000",30
101,"252000",30
204,"259000",30
204,"267000",30
101,"275000",30
204,"284000",30
101,"296000",30
74,"362000",30
528,"389000",30
204,"400000",30
74,"473250",30
74,"473260",30
74,"494000",30
528,"496000",30
8,"652000",30
204,"669000",30
106,"700000",30
106,"733000",30
534,"863000",30
101,"DIG033",30
74,"005400",29
106,"017000",29
106,"018250",29
101,"029000",29
106,"031880",29
106,"038400",29
74,"065000",29
101,"079000",29
536,"085000",29
74,"089280",29
74,"089320",29
8,"094230",29
106,"125100",29
101,"134500",29
8,"149200",29
204,"165000",29
101,"168000",29
101,"202000",29
106,"247000",29
204,"249000",29
106,"251000",29
204,"278500",29
106,"287180",29
430,"401000",29
74,"415000",29
74,"450000",29
74,"473350",29
416,"501000",29
8,"526000",29
74,"562500",29
534,"600000",29
8,"609000",29
106,"611000",29
106,"652000",29
106,"654000",29
106,"656000",29
534,"845000",29
416,"DIG003",29
430,"004000",28
101,"010000",28
74,"015600",28
536,"036000",28
106,"038240",28
106,"038250",28
536,"057000",28
101,"060000",28
101,"080000",28
101,"087000",28
416,"094000",28
416,"101000",28
101,"105000",28
101,"108000",28
416,"137000",28
106,"147300",28
8,"151200",28
416,"15700R",28
106,"157500",28
416,"165000",28
204,"168000",28
106,"169300",28
106,"170290",28
106,"170560",28
106,"179100",28
101,"195000",28
204,"226000",28
106,"266000",28
204,"280000",28
101,"351800",28
101,"352060",28
101,"352090",28
430,"368000",28
74,"369000",28
74,"392000",28
74,"424710",28
106,"450000",28
106,"456000",28
8,"467000",28
8,"521000",28
430,"540000",28
106,"606000",28
106,"618000",28
106,"653000",28
106,"660000",28
106,"679000",28
106,"770000",28
106,"777000",28
106,"796000",28
106,"798000",28
534,"875000",28
74,"DIG002",28
204,"DIG007",28
101,"DIG030",28
106,"003000",27
74,"005370",27
74,"010900",27
74,"018000",27
101,"021000",27
416,"023000",27
106,"038350",27
101,"068000",27
101,"076000",27
536,"094000",27
8,"114600",27
106,"123120",27
528,"128000",27
106,"129100",27
416,"13400R",27
106,"155100",27
204,"157150",27
106,"169330",27
106,"169390",27
106,"170320",27
106,"170450",27
101,"205000",27
204,"211000",27
416,"216000",27
204,"219000",27
528,"227000",27
101,"243000",27
528,"266000",27
204,"271000",27
430,"289100",27
101,"294000",27
204,"297070",27
101,"342000",27
101,"350500",27
74,"356000",27
74,"38800R",27
74,"409000",27
528,"489000",27
74,"574300",27
534,"599000",27
106,"601000",27
106,"655000",27
74,"6650GD",27
106,"768000",27
106,"771000",27
534,"832000",27
8,"931000",27
101,"DIG041",27
74,"005340",26
430,"011000",26
106,"031580",26
416,"07000A",26
74,"076000",26
74,"089370",26
101,"093470",26
416,"095000",26
74,"123000",26
106,"124200",26
101,"137000",26
8,"137500",26
106,"146100",26
8,"149000",26
106,"149100",26
106,"151100",26
101,"156000",26
106,"162510",26
106,"169280",26
106,"170260",26
106,"170350",26
101,"173000",26
106,"205720",26
204,"207000",26
416,"208000",26
416,"230000",26
101,"276000",26
101,"386000",26
106,"419000",26
74,"451000",26
101,"459000",26
106,"471000",26
101,"492000",26
8,"563000",26
8,"580000",26
8,"589000",26
106,"643000",26
106,"648000",26
106,"731000",26
106,"757000",26
106,"778000",26
106,"805000",26
106,"811000",26
534,"829000",26
528,"935000",26
101,"DIG029",26
101,"DIG032",26
74,"004000",25
74,"010500",25
106,"014330",25
74,"015820",25
74,"035000",25
536,"040000",25
101,"063000",25
536,"080000",25
416,"088000",25
8,"094140",25
106,"124810",25
8,"127000",25
528,"127000",25
74,"135000",25
528,"158000",25
416,"161000",25
101,"163000",25
106,"170340",25
106,"170380",25
106,"170550",25
106,"172100",25
101,"193000",25
416,"20000A",25
106,"200300",25
101,"215000",25
416,"21900A",25
106,"223000",25
204,"241000",25
204,"272000",25
106,"286300",25
101,"306000",25
106,"316000",25
101,"330000",25
74,"4710XY",25
101,"472000",25
204,"475000",25
8,"485000",25
528,"486000",25
101,"494000",25
430,"511000",25
106,"612000",25
106,"628000",25
8,"632000",25
106,"646000",25
106,"666000",25
106,"717000",25
106,"740000",25
106,"785000",25
